what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1489448423218
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1489448430812
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1489448432093
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1489448436484
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1489448437812
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1489448442437
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1489448457062
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1489448467187
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1489448468687
error,log,,,"Unable to validate connection settings.",1489448478968
error,log,,,"Unable to validate connection settings.",1489448478984
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1489448478984
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1489448483125
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1489448484843
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1489448495406
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1489448500000
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1489448501328
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1489448505968
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1489448581140
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1489448813718
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1489448945109
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1489448963984
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1489448967500
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1489448972156
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1489448973468
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1489448976421
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1489449236828
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1489449281093
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1489449444500
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1489449460890
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1489449471890
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1489449473140
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1489449477671
